candidate_id,firm_or_team,participant_role,practice_area,firm_size,matter_frequency_0_3,bundle_complexity_0_3,current_pain_0_3,review_discipline_0_3,permissible_data_access_0_3,repeated_engagement_0_3,payment_signal_0_3,total_score,qualified,workflow_artifact_seen,pack_path,concrete_next_action,notes
DP-001,,,,,0,0,0,0,0,0,0,0,No,No,,,
